,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,predict
449,450,2012-03-25,2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,4536.35
450,451,2012-03-26,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558,5847.3315325396825
451,452,2012-03-27,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531,4571,5102,4897.156
452,453,2012-03-28,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698,6051.041476190476
453,454,2012-03-29,2,1,3,0,4,1,1,0.494167,0.482304,0.43916700000000003,0.31965,834,5299,6133,6118.217904761906
454,455,2012-03-30,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796,4663,5459,5249.47
455,456,2012-03-31,2,1,3,0,6,0,2,0.424167,0.42170799999999997,0.738333,0.25061700000000003,2301,3934,6235,5563.388
456,457,2012-04-01,2,1,4,0,0,0,2,0.425833,0.41728699999999996,0.67625,0.172267,2347,3694,6041,5624.304
457,458,2012-04-02,2,1,4,0,1,1,1,0.433913,0.42751300000000003,0.5043479999999999,0.312139,1208,4728,5936,5909.2643535353545
458,459,2012-04-03,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,6174.901777777777
459,460,2012-04-04,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,6506.2472075267815
460,461,2012-04-05,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457,6336.7810605363975
461,462,2012-04-06,2,1,4,0,5,1,1,0.403333,0.39076700000000003,0.377083,0.300388,1807,4653,6460,6095.945288888889
462,463,2012-04-07,2,1,4,0,6,0,1,0.4375,0.426129,0.25416700000000003,0.274871,3252,3605,6857,6217.987438314176
463,464,2012-04-08,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,5512.44
464,465,2012-04-09,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,5528.332
465,466,2012-04-10,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,5955.953622222222
466,467,2012-04-11,2,1,4,0,3,1,1,0.348696,0.33727399999999996,0.46956499999999995,0.295274,482,4380,4862,5268.034111111111
467,468,2012-04-12,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,5598.783844444444
468,469,2012-04-13,2,1,4,0,5,1,1,0.4425,0.43180799999999997,0.408333,0.155471,1252,5146,6398,6392.244788021778
469,470,2012-04-14,2,1,4,0,6,0,1,0.495,0.487996,0.5029170000000001,0.190917,2795,4665,7460,7058.916904045713
470,471,2012-04-15,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,6895.085888281326
471,472,2012-04-16,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,6657.988511297201
472,473,2012-04-17,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691,6699.0517716146605
473,474,2012-04-18,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.16791199999999998,347,4020,4367,4947.690979425288
474,475,2012-04-19,2,1,4,0,4,1,1,0.49833299999999997,0.493046,0.6125,0.0659292,846,5719,6565,6606.084086652235
475,476,2012-04-20,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,7060.754924762698
476,477,2012-04-21,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2541,4083,6624,6775.789189623126
477,478,2012-04-22,2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120,907,1027,1603.972
478,479,2012-04-23,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,3512.496
479,480,2012-04-24,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633,5386.266333333333
480,481,2012-04-25,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.11879200000000001,655,5541,6196,6227.956176250684
481,482,2012-04-26,2,1,4,0,4,1,2,0.49833299999999997,0.483583,0.756667,0.176625,475,4551,5026,5225.7838
482,483,2012-04-27,2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.34763299999999997,1014,5219,6233,6158.900346666666
483,484,2012-04-28,2,1,4,0,6,0,2,0.37666700000000003,0.377504,0.489583,0.129975,1120,3100,4220,4608.484
484,485,2012-04-29,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,6188.164511111111
485,486,2012-04-30,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665,4907,5572,5483.656666666667
486,487,2012-05-01,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740,5942.415473544974
487,488,2012-05-02,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169,6173.661825396824
488,489,2012-05-03,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657,6421,6298.586159740259
489,490,2012-05-04,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,6775.9188546544965
490,491,2012-05-05,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.15299200000000002,2496,4387,6883,6486.099524891775
491,492,2012-05-06,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.14987899999999998,2135,4224,6359,6154.229038383837
492,493,2012-05-07,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,6046.3852112554105
493,494,2012-05-08,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728,5900.65103982684
494,495,2012-05-09,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097,4717,5104.7821047619045
495,496,2012-05-10,2,1,5,0,4,1,1,0.505833,0.49178299999999997,0.552083,0.31406300000000004,1026,5546,6572,6541.576012292992
496,497,2012-05-11,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.23693699999999998,1319,5711,7030,6959.09420816905
497,498,2012-05-12,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.12313299999999999,2622,4807,7429,7398.900910289648
498,499,2012-05-13,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,6425.423455924794
499,500,2012-05-14,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.21269200000000002,342,2501,2843,3646.1877999999997
500,501,2012-05-15,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,5268.744214285714
501,502,2012-05-16,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,7159.046315674853
502,503,2012-05-17,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,7320.329511034068
503,504,2012-05-18,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,7452.428507121761
504,505,2012-05-19,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294,7971.373537439781
505,506,2012-05-20,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,6974.905574051112
506,507,2012-05-21,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,4419.0665
507,508,2012-05-22,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.11816700000000001,819,5254,6073,6010.259547619047
508,509,2012-05-23,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,5665.797214285714
509,510,2012-05-24,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,6755.264668818958
510,511,2012-05-25,2,1,5,0,5,1,1,0.68,0.627529,0.7470829999999999,0.14055,1417,5317,6734,6769.5726529459425
511,512,2012-05-26,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,6692.801065168163
512,513,2012-05-27,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283,3308,6591,6512.387922186147
513,514,2012-05-28,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,6265.428636777112
514,515,2012-05-29,2,1,5,0,2,1,1,0.7225,0.672992,0.6845829999999999,0.2954,880,4863,5743,6478.7759266338935
515,516,2012-05-30,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,6612.776366303593
516,517,2012-05-31,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,7182.623149305657
517,518,2012-06-01,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.23756300000000002,533,3594,4127,4793.064045454545
518,519,2012-06-02,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.18656199999999998,2795,5325,8120,7701.880280130318
519,520,2012-06-03,2,1,6,0,0,0,1,0.6025,0.575133,0.49333299999999997,0.184087,2494,5147,7641,7257.070904175356
520,521,2012-06-04,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,6965.414024275725
521,522,2012-06-05,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001,6061.3250828028185
522,523,2012-06-06,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,7034.7215500089105
523,524,2012-06-07,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,7369.001956721769
524,525,2012-06-08,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.17538299999999998,1488,6248,7736,7553.952341483577
525,526,2012-06-09,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,7237.199078221235
526,527,2012-06-10,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,6652.838498346902
527,528,2012-06-11,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,6082.2580792091885
528,529,2012-06-12,2,1,6,0,2,1,2,0.6533329999999999,0.597875,0.833333,0.21454600000000001,477,4495,4972,4811.6485
529,530,2012-06-13,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,6834.8946628574295
530,531,2012-06-14,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,7319.769390464001
531,532,2012-06-15,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,7522.069725697174
532,533,2012-06-16,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,7609.16502619439
533,534,2012-06-17,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,6895.199073205999
534,535,2012-06-18,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099,5078.754633333333
535,536,2012-06-19,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857,6825,6856.147754654434
536,537,2012-06-20,2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.11381199999999998,872,5339,6211,6449.131941907143
537,538,2012-06-21,3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.11878699999999999,778,5127,5905,6076.232115873016
538,539,2012-06-22,3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823,6639.787970716038
539,540,2012-06-23,3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,7385.244467542445
540,541,2012-06-24,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,6903.171178489931
541,542,2012-06-25,3,1,6,0,1,1,1,0.7158329999999999,0.654042,0.504167,0.300383,1139,5640,6779,6835.570554883351
542,543,2012-06-26,3,1,6,0,2,1,1,0.630833,0.594704,0.37333299999999997,0.347642,1077,6365,7442,7179.857488557743
543,544,2012-06-27,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335,7299.878954221791
544,545,2012-06-28,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879,7092.8271289909935
545,546,2012-06-29,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463,5745.5865
546,547,2012-06-30,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687,6112.134837690677
547,548,2012-07-01,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.16852899999999998,1421,4110,5531,5748.703964285714
548,549,2012-07-02,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227,6366.055244139194
549,550,2012-07-03,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,6679.1446039627035
550,551,2012-07-04,3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,7007.809970693838
551,552,2012-07-05,3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,6190.189705555555
552,553,2012-07-06,3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,6125.651688888889
553,554,2012-07-07,3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,5386.562688888889
554,555,2012-07-08,3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,5208.889
555,556,2012-07-09,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569,6516.960638854477
556,557,2012-07-10,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.15173699999999998,954,5336,6290,6445.895212496086
557,558,2012-07-11,3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.15173299999999998,975,6289,7264,7125.654265700171
558,559,2012-07-12,3,1,7,0,4,1,1,0.7158329999999999,0.654683,0.529583,0.146775,1032,6414,7446,7336.742597674082
559,560,2012-07-13,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,7313.186674288821
560,561,2012-07-14,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,6839.003845657454
561,562,2012-07-15,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,6182.308950295815
562,563,2012-07-16,3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830,6689.575227149027
563,564,2012-07-17,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786,6455.848225246974
564,565,2012-07-18,3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713,6093.889511340945
565,566,2012-07-19,3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888,5703,6591,6651.739922807919
566,567,2012-07-20,3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747,5123,5870,5584.1475
567,568,2012-07-21,3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,4251.616
568,569,2012-07-22,3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.09392080000000001,2544,4866,7410,6786.396693333334
569,570,2012-07-23,3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,6869.814108273459
570,571,2012-07-24,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592,7200.620581652391
571,572,2012-07-25,3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173,7719.916670831375
572,573,2012-07-26,3,1,7,0,4,1,1,0.776667,0.739263,0.5966670000000001,0.28481300000000004,1036,5825,6861,6815.112639743006
573,574,2012-07-27,3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.15299200000000002,1259,5645,6904,6803.6250735537915
574,575,2012-07-28,3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,6781.7511003184045
575,576,2012-07-29,3,1,7,0,0,0,1,0.7216670000000001,0.667933,0.62375,0.170396,2153,4444,6597,6597.775757640757
576,577,2012-07-30,3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,6640.509542489242
577,578,2012-07-31,3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216,6554.380512824368
578,579,2012-08-01,3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,7258.699493853194
579,580,2012-08-02,3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261,7194.460915531294
580,581,2012-08-03,3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,6910.655427469753
581,582,2012-08-04,3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,6719.331491047256
582,583,2012-08-05,3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,5914.98436060606
583,584,2012-08-06,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,6821.477532268907
584,585,2012-08-07,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,6701.702002857143
585,586,2012-08-08,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,7304.576566991305
586,587,2012-08-09,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,7183.869373442661
587,588,2012-08-10,3,1,8,0,5,1,2,0.7158329999999999,0.667942,0.7158329999999999,0.238813,1065,4721,5786,5991.078798268397
588,589,2012-08-11,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,6272.17704004329
589,590,2012-08-12,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,6704.060864914529
590,591,2012-08-13,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,6827.637494863458
591,592,2012-08-14,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,6809.552832135123
592,593,2012-08-15,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,7266.6401889335375
593,594,2012-08-16,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,7352.637849957349
594,595,2012-08-17,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,7228.213395133931
595,596,2012-08-18,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,7589.032107204982
596,597,2012-08-19,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,5372.835555555556
597,598,2012-08-20,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.12997899999999998,1026,5504,6530,6342.879226551227
598,599,2012-08-21,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.07277080000000001,1081,5925,7006,7079.491326610345
599,600,2012-08-22,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,7391.776758015936
600,601,2012-08-23,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.08459580000000001,1363,6402,7765,7621.866019880115
601,602,2012-08-24,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.07214580000000001,1325,6257,7582,7256.176454558552
602,603,2012-08-25,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,6220.2951952380945
603,604,2012-08-26,3,1,8,0,0,0,2,0.6533329999999999,0.595996,0.845833,0.228858,1483,3772,5255,5168.35
604,605,2012-08-27,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,6621.207238479855
605,606,2012-08-28,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,6978.370938535048
606,607,2012-08-29,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,7561.809093419838
607,608,2012-08-30,3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,7564.684017525548
608,609,2012-08-31,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,6759.567997092972
609,610,2012-09-01,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,6530.0227527472525
610,611,2012-09-02,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.06407080000000001,2613,3197,5810,5958.211
611,612,2012-09-03,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,6199.712499999999
612,613,2012-09-04,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,6396.97656904762
613,614,2012-09-05,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,7004.282248534799
614,615,2012-09-06,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,6197.689928571429
615,616,2012-09-07,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,7279.566129857072
616,617,2012-09-08,3,1,9,0,6,0,2,0.6591670000000001,0.611121,0.799167,0.281104,1557,4419,5976,5934.383285714285
617,618,2012-09-09,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227,7816.241176190475
618,619,2012-09-10,3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,7531.662197246545
619,620,2012-09-11,3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.09205419999999999,1070,6697,7767,7617.583535682027
620,621,2012-09-12,3,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,7736.108056219754
621,622,2012-09-13,3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.08272080000000001,1054,6750,7804,7777.541934839283
622,623,2012-09-14,3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.10386300000000001,1379,6630,8009,7892.699464398682
623,624,2012-09-15,3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,8353.044810904223
624,625,2012-09-16,3,1,9,0,0,0,1,0.58,0.563125,0.57,0.09018330000000001,2166,5167,7333,7324.916389083139
625,626,2012-09-17,3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.15174200000000002,1022,5847,6869,6578.334479653679
626,627,2012-09-18,3,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073,4152.128
627,628,2012-09-19,3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591,7589.763231986795
628,629,2012-09-20,3,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.11816700000000001,939,6781,7720,7699.496738681197
629,630,2012-09-21,3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,7977.505229387179
630,631,2012-09-22,3,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2512,5883,8395,8076.342380194805
631,632,2012-09-23,4,1,9,0,0,0,1,0.529167,0.518933,0.46708299999999997,0.22325799999999998,2454,5453,7907,7652.7626908868915
632,633,2012-09-24,4,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,7370.325588468721
633,634,2012-09-25,4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538,7575.793283756176
634,635,2012-09-26,4,1,9,0,3,1,1,0.635,0.5966130000000001,0.630833,0.2444,787,6946,7733,7693.315616226194
635,636,2012-09-27,4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.13434200000000002,751,6642,7393,7300.276262201399
636,637,2012-09-28,4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,7277.7300090989465
637,638,2012-09-29,4,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,8255.705307483895
638,639,2012-09-30,4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,7029.3839509157515
639,640,2012-10-01,4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.09080419999999999,763,6015,6778,6563.841444444445
640,641,2012-10-02,4,1,10,0,2,1,3,0.5908329999999999,0.542333,0.871667,0.104475,315,4324,4639,4411.62
641,642,2012-10-03,4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,7101.7042
642,643,2012-10-04,4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328,7216.90095
643,644,2012-10-05,4,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156,7918.843087903477
644,645,2012-10-06,4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,7818.063530504992
645,646,2012-10-07,4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.14116199999999998,781,2729,3510,4144.5026
646,647,2012-10-08,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478,4646.3515
647,648,2012-10-09,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392,5986.8945
648,649,2012-10-10,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.18782100000000002,780,6911,7691,7335.612511404416
649,650,2012-10-11,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570,7264.886913570664
650,651,2012-10-12,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,7177.539562249179
651,652,2012-10-13,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,6625.041899425287
652,653,2012-10-14,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.27861199999999997,2080,4559,6639,7000.843700000002
653,654,2012-10-15,4,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875,6062.524966666667
654,655,2012-10-16,4,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534,7232.576841079573
655,656,2012-10-17,4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461,7124.718646861184
656,657,2012-10-18,4,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.23693699999999998,1008,6501,7509,7164.633744588745
657,658,2012-10-19,4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671,5424,5880.4290909090905
658,659,2012-10-20,4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.11753699999999999,2806,5284,8090,7793.801194663384
659,660,2012-10-21,4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824,6891.746314646466
660,661,2012-10-22,4,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.08148330000000001,830,6228,7058,7131.192235786436
661,662,2012-10-23,4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.09454580000000001,841,6625,7466,7459.123322117812
662,663,2012-10-24,4,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.07277919999999999,795,6898,7693,7640.622178681061
663,664,2012-10-25,4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359,7163.114060750361
664,665,2012-10-26,4,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,7101.698994083694
665,666,2012-10-27,4,1,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852,7521.66982034632
666,667,2012-10-28,4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459,5134.605285714286
667,668,2012-10-29,4,1,10,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22,1240.582
668,669,2012-10-30,4,1,10,0,2,1,2,0.318182,0.309909,0.8254549999999999,0.213009,87,1009,1096,2233.408
669,670,2012-10-31,4,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566,5157.040333333334
670,671,2012-11-01,4,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986,5625.178099999999
